#####################################################################
# Alchemist log file - simulation started at: 2024-05-18T19:50+0000 #
#####################################################################
#
# Seed = 31.0, Thresholds = [20.0, 100.0], SwapPolicy = hybrid
#
# The columns have the following meaning: 
# time IsMoving[mean] IsMoving[sum] SmartphoneCurrentCapacity[mean] WearableCurrentCapacity[mean] SmartphoneCharging[mean] SmartphoneCharging[sum] WearableCharging[mean] WearableCharging[sum] SmartphoneComponentsTime[mean] SmartphoneComponentsTime[sum] WearableComponentsTime[mean] WearableComponentsTime[sum] CloudComponentsTime[mean] CloudComponentsTime[sum] TraveledDistance[mean] TraveledDistance[sum] TraveledDistance[min] TraveledDistance[max] CloudPower[mean] CloudPower[sum] SmartphonePower[mean] SmartphonePower[sum] WearablePower[mean] WearablePower[sum] CloudCost[sum] CloudInstance[sum] PercentageSensorInWearable BehaviorOffloadedInCloud 
0.0 1.0 100.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0 0.0 1.0 0.0 0.0
0.007491188914897862 1.0 100.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0 0.0 1.0 0.0 0.0
60.0074911889149 0.75 75.0 3612.8616936764693 237.32291328659716 0.13999999999999999 14.0 0.11999999999999994 12.0 152.62690787308364 15262.690787308371 25.792676583580523 2579.2676583580533 0.0 0.0 61.289320801178704 6128.93208011787 0.0 87.8649356335022 12.646455380018622 12.646455380018622 4.199972385708527 361.19762517093324 0.127354733015566 11.207216505369805 0.0577422222222222 1.0 43.0 0.0
120.0074911889149 0.75 75.0 3599.5523841989475 237.11328237470482 0.13999999999999999 14.0 0.11999999999999994 12.0 306.82690787308366 30682.690787308362 51.59267658358052 5159.267658358053 0.0 0.0 122.6743982721296 12267.43982721296 0.0 174.54554379212908 2.543195589857459 2.543195589857459 4.18443964718793 359.8618096581619 0.12815277011548357 11.277443770162556 0.11747555555555551 1.0 43.0 0.0
180.0074911889149 0.76 76.0 3585.75424718718 236.9044806700391 0.13 13.0 0.11999999999999994 12.0 461.02690787308364 46102.69078730837 77.39267658358052 7739.267658358053 0.0 0.0 181.1521430960226 18115.21430960226 0.0 262.6169792040366 5.840714730202096 5.840714730202096 4.2035112133641235 365.70547556267866 0.12777745026574056 11.244415623385166 0.17720888888888883 1.0 43.0 0.0
240.0074911889149 0.76 76.0 3571.7736970941028 236.7033161042793 0.13 13.0 0.11999999999999994 12.0 615.7469078730836 61574.690787308355 102.67267658358053 10267.267658358049 0.0 0.0 238.3666039741106 23836.66039741106 0.0 351.41077914858283 0.12191647297077067 0.12191647297077067 4.233119481411165 368.2813948827714 0.12495094164093282 10.995682864402088 0.23694222222222214 1.0 42.0 0.0
300.0074911889149 0.76 76.0 3557.8076611867355 236.51973503164479 0.13 13.0 0.11999999999999994 12.0 771.0669078730837 77106.69078730837 127.35267658358053 12735.267658358049 0.0 0.0 294.1765684333502 29417.656843335015 0.0 439.8579733581376 15.708616477791919 15.708616477791919 4.193522866404585 364.8364893771989 0.12001176053934784 10.561034927462611 0.29667555555555675 1.0 41.0 0.0
360.0074911889149 0.76 76.0 3543.772961287849 236.33455223994193 0.13 13.0 0.11999999999999994 12.0 926.4669078730836 92646.69078730834 151.9526765835805 15195.267658358049 0.0 0.0 345.14606825708194 34514.606825708164 0.0 527.7505638155473 3.644897133813649 3.644897133813649 4.2061540467327765 365.93540206575125 0.12081917731370798 10.632087603606301 0.3564088888888917 1.0 41.0 0.0
420.0074911889149 0.77 77.0 3529.710634888508 236.12876670735602 0.13 13.0 0.10999999999999999 11.0 1081.8669078730836 108186.69078730835 176.5526765835805 17655.26765835805 0.0 0.0 393.46932030102136 39346.93203010213 0.0 616.9731638869318 11.14545883972404 11.14545883972404 4.226420885301485 367.6986170212293 0.12458286245301592 11.08787475831842 0.4161422222222267 1.0 41.0 0.0
480.0074911889149 0.77 77.0 3515.65005253065 235.89807607805687 0.13 13.0 0.10999999999999999 11.0 1237.2669078730837 123726.69078730838 201.15267658358053 20115.267658358054 0.0 0.0 441.55728841350907 44155.72884135091 0.0 706.4405369532348 1.7783577245808384 1.7783577245808384 4.2615457976024995 370.7544843914175 0.1238482475369886 11.022494030791988 0.47587555555556166 1.0 41.0 0.0
540.0074911889149 0.78 78.0 3501.06799395126 235.67374042629177 0.12 12.0 0.10999999999999999 11.0 1392.8469078730836 139284.69078730838 225.5726765835805 22557.267658358054 0.0 0.0 488.26644638996834 48826.644638996826 0.0 786.9710121387159 17.06693142670756 17.06693142670756 4.2453186251801265 373.5880390158512 0.12010273362375011 10.689143292513764 0.5356088888888947 1.0 40.0 0.0
600.0074911889149 0.78 78.0 3486.5872282239848 235.433004976461 0.12 12.0 0.10999999999999999 11.0 1546.7469078730837 154674.69078730835 251.6726765835805 25167.26765835805 0.0 0.0 535.1083937940473 53510.83937940473 0.0 870.9094277004276 8.1208154899284 8.1208154899284 4.140153263546706 364.3334871921103 0.13110715892475205 11.668537144302935 0.5953422222222263 1.0 47.0 0.0
660.0074911889149 0.78 78.0 3472.404742943383 235.1574675818004 0.12 12.0 0.10999999999999999 11.0 1698.1569078730836 169815.6907873084 280.2626765835805 28026.26765835805 0.0 0.0 579.49977735054 57949.977735053995 0.0 957.406868224322 8.353128590940436 8.353128590940436 4.13226344007955 363.6391827270004 0.13506226821610334 12.020541871233196 0.655075555555558 1.0 47.0 0.0
720.0074911889149 0.79 79.0 3458.2618821992546 234.88229594867695 0.12 12.0 0.09999999999999999 10.0 1849.8869078730836 184988.6907873084 308.5326765835805 30853.26765835805 0.0 0.0 620.1806390910623 62018.063909106255 0.0 1045.3844777945756 12.758431752561009 12.758431752561009 4.084149702334194 359.40517380540905 0.13748479478654665 12.373631530789197 0.7148088888888896 1.0 48.0 0.0
780.0074911889149 0.79 79.0 3444.3809929798576 234.53621037452302 0.12 12.0 0.09999999999999999 10.0 1999.1769078730836 199917.6907873084 339.2426765835805 33924.267658358054 0.0 0.0 661.8855822733002 66188.55822733001 0.0 1133.1899692644117 15.680250866075909 15.680250866075909 3.996663682182774 351.70640403208415 0.14587110750015522 13.128399675013972 0.7745422222222212 1.0 52.0 0.0
