#####################################################################
# Alchemist log file - simulation started at: 2024-05-18T20:18+0000 #
#####################################################################
#
# Seed = 41.0, Thresholds = [30.0, 100.0], SwapPolicy = wearable
#
# The columns have the following meaning: 
# time IsMoving[mean] IsMoving[sum] SmartphoneCurrentCapacity[mean] WearableCurrentCapacity[mean] SmartphoneCharging[mean] SmartphoneCharging[sum] WearableCharging[mean] WearableCharging[sum] SmartphoneComponentsTime[mean] SmartphoneComponentsTime[sum] WearableComponentsTime[mean] WearableComponentsTime[sum] CloudComponentsTime[mean] CloudComponentsTime[sum] TraveledDistance[mean] TraveledDistance[sum] TraveledDistance[min] TraveledDistance[max] CloudPower[mean] CloudPower[sum] SmartphonePower[mean] SmartphonePower[sum] WearablePower[mean] WearablePower[sum] CloudCost[sum] CloudInstance[sum] PercentageSensorInWearable BehaviorOffloadedInCloud 
0.0 1.0 100.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0 0.0 1.0 0.0 0.0
0.004872939486342265 1.0 100.0 4297.165688828338 280.5904614228785 0.0 0.0 0.0 0.0 0.00974587897268453 0.00974587897268453 0.004872939486342265 0.004872939486342265 NaN 0.0 NaN 0.0 NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0
60.00487293948634 0.8200000000000001 82.0 3683.527796505283 250.70376381701666 0.10999999999999999 11.0 0.09000000000000001 9.0 119.06114740266224 11906.114740266226 59.53057370133112 5953.057370133113 0.0 0.0 66.67772427851413 6667.772427851412 0.0 86.84096962506746 10.64021950552682 10.64021950552682 3.4467622067601176 306.76183640165044 0.26955546177440326 24.529547021470687 0.05873777777777776 1.0 100.0 0.0
120.00487293948635 0.83 83.0 3671.553504275542 249.70841035167632 0.10999999999999999 11.0 0.08 8.0 239.06114740266224 23906.11474026623 119.53057370133112 11953.057370133114 0.0 0.0 134.40477631254 13440.477631254002 0.0 174.86558938304148 14.631691047187832 14.631691047187832 3.4618007380546096 308.10026568686015 0.27026107635384106 24.864019024553382 0.11847111111111107 1.0 100.0 0.0
180.00487293948635 0.85 85.0 3659.1994608244713 248.67245172865094 0.09999999999999999 10.0 0.06999999999999998 7.0 359.06114740266224 35906.11474026621 179.53057370133112 17953.057370133105 0.0 0.0 199.87351717082407 19987.351717082405 0.0 263.6063034274679 8.968715276544206 8.968715276544206 3.4721678799628846 312.49510919665954 0.26873578600261905 24.992428098243575 0.1782044444444444 1.0 100.0 0.0
240.00487293948635 0.85 85.0 3646.6969048317187 247.6034113340568 0.09999999999999999 10.0 0.06999999999999998 7.0 479.06114740266224 47906.1147402662 239.53057370133112 23953.0573701331 0.0 0.0 263.68538446889835 26368.538446889837 0.0 352.1135172827323 11.388865450696224 11.388865450696224 3.459679940946211 311.371194685159 0.2699091382600868 25.101549858188083 0.2379377777777777 1.0 100.0 0.0
300.00487293948635 0.85 85.0 3634.2232874170663 246.53705130876233 0.09999999999999999 10.0 0.06999999999999998 7.0 599.0611474026623 59906.11474026622 299.53057370133115 29953.05737013311 0.0 0.0 323.69698322043195 32369.698322043194 0.0 440.15789598577976 5.406551483016301 5.406551483016301 3.4630276849921833 311.67249164929643 0.2694884579920712 25.06242659326261 0.29667555555555675 1.0 100.0 0.0
360.00487293948635 0.86 86.0 3621.564377075494 245.46762440363213 0.09 9.0 0.06999999999999998 7.0 719.0611474026623 71906.11474026622 359.53057370133115 35953.05737013311 0.0 0.0 380.04867699194995 38004.86769919501 0.0 526.2299106482776 14.8586119382554 14.8586119382554 3.4768480097020014 316.39316888288215 0.2676597961102021 24.892361038248794 0.3564088888888917 1.0 100.0 0.0
420.00487293948635 0.86 86.0 3608.6044231584774 244.39868179445435 0.09 9.0 0.06999999999999998 7.0 839.0611474026623 83906.11474026625 419.53057370133115 41953.05737013312 0.0 0.0 433.3932789728417 43339.32789728415 0.0 615.505771502684 2.3626990452956673 2.3626990452956673 3.454946931515565 314.40017076791645 0.26785972794518415 24.910954698902128 0.4161422222222267 1.0 100.0 0.0
480.00487293948635 0.86 86.0 3595.625354887617 243.32830789071238 0.09 9.0 0.06999999999999998 7.0 959.0611474026623 95906.11474026619 479.53057370133115 47953.057370133094 0.0 0.0 484.2429125793746 48424.29125793747 0.0 704.9492766802065 11.701062721818616 11.701062721818616 3.4685985932570524 315.64247198639157 0.2700179428548312 25.111668685499303 0.47587555555556166 1.0 100.0 0.0
