#####################################################################
# Alchemist log file - simulation started at: 2024-05-18T20:50+0000 #
#####################################################################
#
# Seed = 77.0, Thresholds = [40.0, 100.0], SwapPolicy = smartphone
#
# The columns have the following meaning: 
# time IsMoving[mean] IsMoving[sum] SmartphoneCurrentCapacity[mean] WearableCurrentCapacity[mean] SmartphoneCharging[mean] SmartphoneCharging[sum] WearableCharging[mean] WearableCharging[sum] SmartphoneComponentsTime[mean] SmartphoneComponentsTime[sum] WearableComponentsTime[mean] WearableComponentsTime[sum] CloudComponentsTime[mean] CloudComponentsTime[sum] TraveledDistance[mean] TraveledDistance[sum] TraveledDistance[min] TraveledDistance[max] CloudPower[mean] CloudPower[sum] SmartphonePower[mean] SmartphonePower[sum] WearablePower[mean] WearablePower[sum] CloudCost[sum] CloudInstance[sum] PercentageSensorInWearable BehaviorOffloadedInCloud 
0.0 1.0 100.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0 0.0 1.0 0.0 0.0
0.004125371151242785 1.0 100.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0 0.0 1.0 0.0 0.0
60.00412537115125 0.8400000000000001 84.0 3524.9168485903947 239.84290994443597 0.04999999999999999 5.0 0.11999999999999995 12.0 178.4698096111668 17846.980961116693 0.0 0.0 0.0 0.0 68.4097784601336 6840.97784601336 0.0 86.89421376953604 16.112015447553738 16.112015447553738 4.725981339757009 448.9682272769159 0.01980859279887719 1.743156166301193 0.0577422222222222 1.0 0.0 0.0
120.00412537115125 0.8400000000000001 84.0 3504.0266807178564 240.1197568951908 0.04999999999999999 5.0 0.11999999999999995 12.0 358.4698096111668 35846.98096111667 0.0 0.0 0.0 0.0 137.52286533063543 13752.286533063536 0.0 175.25128192752717 14.147167778602318 14.147167778602318 4.696457014562516 446.1634163834391 0.01955561086085013 1.7208937557548114 0.11747555555555551 1.0 0.0 0.0
180.00412537115125 0.8400000000000001 84.0 3483.0978678606716 240.39625252846113 0.04999999999999999 5.0 0.11999999999999995 12.0 538.4698096111669 53846.98096111666 0.0 0.0 0.0 0.0 203.00144033522236 20300.144033522236 0.0 265.2230204625343 3.371198853602306 3.371198853602306 4.7163321849736235 448.0515575724943 0.01852800915684718 1.6304648058025524 0.17621333333333328 1.0 0.0 0.0
240.00412537115125 0.85 85.0 3461.6137214075334 240.64580272449592 0.04 4.0 0.10999999999999999 11.0 718.4698096111669 71846.98096111667 0.0 0.0 0.0 0.0 263.7071022204515 26370.710222045152 0.0 353.06132320186344 6.140719995287607 6.140719995287607 4.722663122749913 453.3756597839917 0.021035198618852845 1.8721326770779034 0.23594666666666658 1.0 0.0 0.0
300.00412537115125 0.85 85.0 3440.122959656787 240.8892823402259 0.04 4.0 0.10999999999999999 11.0 898.4698096111669 89846.98096111667 0.0 0.0 0.0 0.0 318.3044641873271 31830.446418732718 0.0 439.97182826193426 0.8678076041360544 0.8678076041360544 4.72144225376261 453.25845636121045 0.01992960663116726 1.7737349901738864 0.29568000000000116 1.0 0.0 0.0
360.00412537115125 0.85 85.0 3418.573369810775 241.13418544531604 0.04 4.0 0.10999999999999999 11.0 1078.4698096111667 107846.98096111667 0.0 0.0 0.0 0.0 368.32138482132933 36832.13848213295 0.0 524.9639247510369 0.9717693175652905 0.9717693175652905 4.717345510821592 452.8651690388727 0.017596174121388326 1.566059496803561 0.35541333333333613 1.0 0.0 0.0
420.00412537115125 0.85 85.0 3397.029840075929 241.3781070594885 0.04 4.0 0.10999999999999999 11.0 1258.4698096111667 125846.98096111667 0.0 0.0 0.0 0.0 415.1118653618868 41511.186536188696 0.0 613.0084812595372 5.458454561693983 5.458454561693983 4.737899262159293 454.8383291672921 0.01791770107943301 1.5946753960695383 0.4151466666666711 1.0 0.0 0.0
480.00412537115125 0.85 85.0 3375.4781250097026 241.62238168734424 0.04 4.0 0.10999999999999999 11.0 1438.4698096111667 143846.9809611167 0.0 0.0 0.0 0.0 460.78318199949854 46078.31819994988 0.0 701.0534187791342 0.27946406002002444 0.27946406002002444 4.715955806673953 452.7317574406996 0.019005748883485576 1.6915116506302166 0.4748800000000061 1.0 0.0 0.0
540.0041253711513 0.86 86.0 3353.976573215127 241.84691215489258 0.04 4.0 0.09999999999999999 10.0 1618.4698096111667 161846.9809611167 0.0 0.0 0.0 0.0 505.3855021744492 50538.55021744492 0.0 786.0222304498693 16.778819211663105 16.778819211663105 4.725247782625066 453.6237871320063 0.019328912311661516 1.739602108049537 0.5336177777777836 1.0 0.0 0.0
